text,perplexity
それは珍しいですね。誰に貰ったんですか。このはアルバイトをしたお金で自分で買ったんですよ。,6.22042188201164
,
ちょっと図書館へ本を返しに行きます。じゃ、私が先週借りた本も返してきてください。,4.82227817810624
もっと図書館へ本を返しに行きます。じゃ、私が先週借りた本も返してきてください。,5.12324633610041
きっと図書館へ本を返しに行きます。じゃ、私が先週借りた本も返してきてください。,5.30050694188196
ずっと図書館へ本を返しに行きます。じゃ、私が先週借りた本も返してきてください。,5.15121405278931
,
こんにちは。お母様はいらっしゃいますか。いいえ、今おりませんが。じゃ、お帰りになったらこれをお渡しください。,8.80279347866738
こんにちは。お母様はいらっしゃいますか。いいえ、さっきおりませんが。じゃ、お帰りになったらこれをお渡しください。,8.0955147479576
こんにちは。お母様はいらっしゃいますか。いいえ、たった今おりませんが。じゃ、お帰りになったらこれをお渡しください。,9.22767000561112
こんにちは。お母様はいらっしゃいますか。いいえ、これからおりませんが。じゃ、お帰りになったらこれをお渡しください。,9.14682520732471
,
どこか一緒に旅行しませんか。仕事も忙しいし、お金もないからちょっと無理ですね。,3.82689064898421
何か一緒に旅行しませんか。仕事も忙しいし、お金もないからちょっと無理ですね。,3.44656358958903
どうか一緒に旅行しませんか。仕事も忙しいし、お金もないからちょっと無理ですね。,4.29419726298249
誰か一緒に旅行しませんか。仕事も忙しいし、お金もないからちょっと無理ですね。,3.76522091544045
,
何か音がしませんか。誰かのカバンの中の電話が鳴っているようですね。,3.4162813819716
何か音がしませんか。何かのカバンの中の電話が鳴っているようですね。,4.13588855205254
何か音がしませんか。どうかのカバンの中の電話が鳴っているようですね。,7.00615287289823
何か音がしませんか。どこかのカバンの中の電話が鳴っているようですね。,4.63423680996399
,
そろそろバスが来る時間ですよ。じゃ、急ごう。,52.6350062580738
まだバスが来る時間ですよ。じゃ、急ごう。,74.3501796816802
やっとバスが来る時間ですよ。じゃ、急ごう。,83.6884164910672
さっきバスが来る時間ですよ。じゃ、急ごう。,88.2433325476482
,
どうして行かないんですか。急に用事が入ったんです。,9.29770336436646
どうして行かないんですか。早く用事が入ったんです。,11.7292822300003
どうして行かないんですか。ゆっくり用事が入ったんです。,14.5877664952484
どうして行かないんですか。遅く用事が入ったんです。,13.5227549180712
,
どこの大学に決めましたか。私は大学には行かないことにしました。,7.19786347637247
なんの大学に決めましたか。私は大学には行かないことにしました。,7.6660128190752
いつの大学に決めましたか。私は大学には行かないことにしました。,7.64053067232219
誰の大学に決めましたか。私は大学には行かないことにしました。,7.02840608196002
,
今朝は中々起きてきませんでしたね。昨日テニスの試合に出て疲れていたんです。,4.33076575679469
今朝はそろそろ起きてきませんでしたね。昨日テニスの試合に出て疲れていたんです。,3.98667864974603
今朝は随分起きてきませんでしたね。昨日テニスの試合に出て疲れていたんです。,4.45610097856784
今朝はやっと起きてきませんでしたね。昨日テニスの試合に出て疲れていたんです。,7.64215406688916
,
５回も試験を受けて、やっと入学できました。よく頑張りましたね。,4.6400866086044
５回も試験を受けて、やっと入学できました。たまに頑張りましたね。,5.52932375714703
５回も試験を受けて、やっと入学できました。あまり頑張りましたね。,6.46965928862254
５回も試験を受けて、やっと入学できました。少し頑張りましたね。,5.76366617658603
,
今の子供たちが歩きたがらないのはどうしてですか。やはりどこへ行く時も車で行くことが多いからだと思います。,2.76624997587738
今の子供たちが歩きたがらないのはどうしてですか。やはり何へ行く時も車で行くことが多いからだと思います。,3.57545883716299
今の子供たちが歩きたがらないのはどうしてですか。やはりいつへ行く時も車で行くことが多いからだと思います。,4.53782074970229
今の子供たちが歩きたがらないのはどうしてですか。やはり誰へ行く時も車で行くことが多いからだと思います。,4.19361719109505
,
佐藤さんを見ませんでしたか。さっき散歩しているのを見ましたよ。,8.37900862193731
佐藤さんを見ませんでしたか。もうすぐ散歩しているのを見ましたよ。,9.02053755616685
佐藤さんを見ませんでしたか。ちょっと散歩しているのを見ましたよ。,9.37938163405363
佐藤さんを見ませんでしたか。ずっと散歩しているのを見ましたよ。,10.3707350127241
,
明日までにこれを全部しなければいけませんか。明日じゃなくてもいいですが、なるべく早くしてくださいね。,4.59278690850043
明日までにこれを全部しなければいけませんか。明日じゃなくてもいいですが、随分早くしてくださいね。,5.37704071251073
明日までにこれを全部しなければいけませんか。明日じゃなくてもいいですが、かなり早くしてくださいね。,6.67938642290715
明日までにこれを全部しなければいけませんか。明日じゃなくてもいいですが、もっと早くしてくださいね。,5.0690253534361
,
歌がお上手ですね。ありがとうございます。でもキムさんほど上手に歌えません。,7.06992734783855
歌がお上手ですね。ありがとうございます。でもキムさんほどよくに歌えません。,15.566362843152
歌がお上手ですね。ありがとうございます。でもキムさんほど同じに歌えません。,15.2105080603197
歌がお上手ですね。ありがとうございます。でもキムさんほど下手に歌えません。,9.17477275624229
,
宿題が難しくて中々終わらないんですが。じゃ、一緒にしましょう。,16.7966299964132
宿題が難しくてあまり終わらないんですが。じゃ、一緒にしましょう。,26.6015458547526
宿題が難しくてかなり終わらないんですが。じゃ、一緒にしましょう。,36.6349302365973
宿題が難しくてやっと終わらないんですが。じゃ、一緒にしましょう。,28.8491835131943
,
いつも自分で料理するんですか。いいえ。大抵外で食べます。,35.423533806104
いつも自分で料理するんですか。いいえ。きっと外で食べます。,27.3020364471626
いつも自分で料理するんですか。いいえ。多分外で食べます。,37.1874581866863
いつも自分で料理するんですか。いいえ。大体外で食べます。,27.3750722916708
,
田中さんはあの仕事が上手く出来たんでしょうか。はっきり分かりませんが、どうもダメだったらしいです。,13.0742371441792
田中さんはあの仕事が上手く出来たんでしょうか。きちんと分かりませんが、どうもダメだったらしいです。,16.4753699426571
田中さんはあの仕事が上手く出来たんでしょうか。すっかり分かりませんが、どうもダメだったらしいです。,16.783917427435
田中さんはあの仕事が上手く出来たんでしょうか。かなり分かりませんが、どうもダメだったらしいです。,16.7786916040803
,
暑い日が続きますね。そうですね。このまま少しも雨が降らなかったら水が足りなくなるかもしれませんね。,2.94166378966725
暑い日が続きますね。そうですね。このままよくも雨が降らなかったら水が足りなくなるかもしれませんね。,3.31715754737968
暑い日が続きますね。そうですね。このまま沢山も雨が降らなかったら水が足りなくなるかもしれませんね。,4.41604313528695
暑い日が続きますね。そうですね。このままあまりも雨が降らなかったら水が足りなくなるかもしれませんね。,3.84050507347212
,
辞書で調べて見ましたか。はい。でも、やっぱり分かりませんでした。,7.4708912397881
辞書で調べて見ましたか。はい。でも、すっかり分かりませんでした。,12.4918380419995
辞書で調べて見ましたか。はい。でも、絶対分かりませんでした。,13.855494787672
辞書で調べて見ましたか。はい。でも、まだ分かりませんでした。,9.30963562574567
,
素敵なデザインの家ですね。でもちょっと台所が使いにくいんですよね。,9.93371275763622
素敵なデザインの家ですね。でもやっと台所が使いにくいんですよね。,12.0221592798262
素敵なデザインの家ですね。でも殆ど台所が使いにくいんですよね。,15.9416021356801
素敵なデザインの家ですね。でも丁度台所が使いにくいんですよね。,8.42890061669193
,
まだその仕事は終わりませんか。あと少しで終わるところです。,15.729047197767
まだその仕事は終わりませんか。また少しで終わるところです。,22.1114828909514
まだその仕事は終わりませんか。まだ少しで終わるところです。,20.9477155271106
まだその仕事は終わりませんか。あとで少しで終わるところです。,27.0517512440153
,
テープレコーダーの音が少し小さいです。じゃ、よく聞こえるように大きくしましょう。,21.6933896904004
テープレコーダーの音が少し小さいです。じゃ、あまり聞こえるように大きくしましょう。,30.7228304809736
テープレコーダーの音が少し小さいです。じゃ、沢山聞こえるように大きくしましょう。,28.9633010392726
テープレコーダーの音が少し小さいです。じゃ、少し聞こえるように大きくしましょう。,20.0094819644708
,
あなたとマイケルさんとどちらが背が高いですか。マイケルさんの方がずっと高いです。,3.29427313747415
あなたとマイケルさんとどちらが背が高いですか。マイケルさんの方がやっと高いです。,5.66112423053628
あなたとマイケルさんとどちらが背が高いですか。マイケルさんの方がもう高いです。,4.18708321262532
あなたとマイケルさんとどちらが背が高いですか。マイケルさんの方がまだ高いです。,4.35351922175792
,
ここを押してから、こうすればいいんですよ。なるほど、使い方がよく分かりました。,3.88505044075182
ここを押してから、こうすればいいんですよ。もうすぐ、使い方がよく分かりました。,4.94487859823055
ここを押してから、こうすればいいんですよ。まだ、使い方がよく分かりました。,5.29327714561489
ここを押してから、こうすればいいんですよ。そろそろ、使い方がよく分かりました。,3.72585027476109
,
リンさん明日のパーティーに来ていただけますか。もちろん行かせていただきます。,14.7825598526103
リンさん明日のパーティーに来ていただけますか。中々行かせていただきます。,15.4511094587827
リンさん明日のパーティーに来ていただけますか。もしかしたら行かせていただきます。,11.3912018034163
リンさん明日のパーティーに来ていただけますか。はっきり行かせていただきます。,23.3824090611168
,
これは私の書いた小説です。もう読ませていただきました。とても面白かったです。,3.58243921639083
これは私の書いた小説です。まだ読ませていただきました。とても面白かったです。,3.49885464753508
これは私の書いた小説です。後で読ませていただきました。とても面白かったです。,3.02240793982624
これは私の書いた小説です。もうすぐ読ませていただきました。とても面白かったです。,2.63842408930862
,
もうすぐ春ですね。春になったら、花見に行きませんか。,5.31195400369767
さっき春ですね。春になったら、花見に行きませんか。,5.86697938456811
丁度春ですね。春になったら、花見に行きませんか。,5.60853821000177
段々春ですね。春になったら、花見に行きませんか。,6.56401254530113
,
わあ、美味しそうな料理が沢山並べてありますね。今日のために昨日からずっと料理を作っていたんですよ。,3.01489666274316
わあ、美味しそうな料理が沢山並べてありますね。今日のために昨日からもっと料理を作っていたんですよ。,3.50217001060787
わあ、美味しそうな料理が沢山並べてありますね。今日のために昨日からさっき料理を作っていたんですよ。,3.52464951603456
わあ、美味しそうな料理が沢山並べてありますね。今日のために昨日からやっと料理を作っていたんですよ。,4.01875415727299
,
祭りに関する質問は、下記の電話番号までお願いします。,8.12799787579807
祭りについて質問は、下記の電話番号までお願いします。,9.92014973272634
祭りにとって質問は、下記の電話番号までお願いします。,16.9457130947501
祭りに対して質問は、下記の電話番号までお願いします。,13.2170900188227
,
上目の人に対して敬語を使わなければならない。,4.41445199667031
上目の人に関する敬語を使わなければならない。,18.7233081089663
上目の人について敬語を使わなければならない。,7.20130501225144
上目の人にとって敬語を使わなければならない。,11.4199527728514
,
成績によってクラスが決まる。,12.746093852576
成績についてクラスが決まる。,32.9192288779748
成績にとってクラスが決まる。,92.1746375587049
成績に対してクラスが決まる。,56.1155365341439
,
新宿には都庁を始め、多くの高層ビルが立ち並んでいる。,2.77907862724292
新宿には都庁によって、多くの高層ビルが立ち並んでいる。,4.38951888862772
新宿には都庁を中心に、多くの高層ビルが立ち並んでいる。,2.39751437877956
新宿には都庁において、多くの高層ビルが立ち並んでいる。,5.61375272532229
,
国立競技場では２週間にわたって試合が繰り広げられた。,3.69747304516442
国立競技場では２週間において試合が繰り広げられた。,8.75977914694395
国立競技場では２週間にかけて試合が繰り広げられた。,5.54296124109795
国立競技場では２週間によって試合が繰り広げられた。,10.8322670038389
,
１０万円は私にとって大金だ。,9.72135949156451
１０万円は私によって大金だ。,74.4476890564731
１０万円は私にかけて大金だ。,168.426883684237
１０万円は私に対して大金だ。,48.3618515409319
,
テレビを見ているうちに寝てしまい、試験勉強ができなかった。,3.54429038639119
テレビを見ている間に寝てしまい、試験勉強ができなかった。,3.60612112509859
テレビを見ているまま寝てしまい、試験勉強ができなかった。,5.397243696226
テレビを見ているついでに寝てしまい、試験勉強ができなかった。,5.42186254489401
,
大事なことは忘れないうちにメモしておいた方がいいですよ。,8.85328996545819
大事なことは忘れないことにメモしておいた方がいいですよ。,16.8318959683499
大事なことは忘れないついでにメモしておいた方がいいですよ。,12.8339325170327
大事なことは忘れない間にメモしておいた方がいいですよ。,13.3530191621603
,
３年にわたる工事がやっと終わり、橋が完成した。,4.63474503563517
３年につれる工事がやっと終わり、橋が完成した。,20.9548324716935
３年による工事がやっと終わり、橋が完成した。,10.1959567066362
３年にかける工事がやっと終わり、橋が完成した。,10.7326015297196
,
もう一歩も歩けないぐらい疲れてしまった。,4.57288847018015
もう一歩も歩けないように疲れてしまった。,7.49922317067671
もう一歩も歩けない間に疲れてしまった。,5.99620112242951
もう一歩も歩けないうちに疲れてしまった。,4.3900613289885
,
両親が元気なうちに、色々なところへ連れて行ってあげたい。,4.5958540074346
両親が元気な間、色々なところへ連れて行ってあげたい。,11.3435988502842
両親が元気な後で、色々なところへ連れて行ってあげたい。,12.9803382472162
両親が元気な前に、色々なところへ連れて行ってあげたい。,8.97837287287743
,
駅前を始め町の再開発が進められ、新しいビルが次々と建てられている。,4.74886490840205
駅前において町の再開発が進められ、新しいビルが次々と建てられている。,3.1381018884929
駅前を抜きに町の再開発が進められ、新しいビルが次々と建てられている。,4.66904579424601
駅前ほど町の再開発が進められ、新しいビルが次々と建てられている。,4.32706509720721
,
今週はいつものテストに加えてレポート提出もあり、とても忙しい。,7.35619741535459
今週はいつものテストに対してレポート提出もあり、とても忙しい。,18.2492713250552
今週はいつものテストに応じてレポート提出もあり、とても忙しい。,19.8603812245653
今週はいつものテストに比べてレポート提出もあり、とても忙しい。,19.1947108435146
,
私がミスしたせいで、試合に負けてしまった。,7.15594904716847
私がミスしたお陰様で、試合に負けてしまった。,14.9864882707719
私がミスしたお陰で、試合に負けてしまった。,8.23182963762154
私がミスした通りで、試合に負けてしまった。,17.4514853184332
,
その件に関しましては、後ほどご説明いたします。,10.0819343469775
その件に対しましては、後ほどご説明いたします。,13.7609315863358
その件に加えましては、後ほどご説明いたします。,24.0003585803737
その件お陰様では、後ほどご説明いたします。,57.0303577281164
,
深夜から明け方にかけて風が強まるでしょう。,8.267190811392
深夜から明け方について風が強まるでしょう。,29.2380177445182
深夜から明け方に対して風が強まるでしょう。,26.0760001107476
深夜から明け方において風が強まるでしょう。,29.6328919463854
,
私の家では父を中心に、何でも話し合って決めるんです。,6.15380673777649
私の家では父を始め、何でも話し合って決めるんです。,10.6561448630498
私の家では父に加えて、何でも話し合って決めるんです。,10.3841822762261
私の家では父に対して、何でも話し合って決めるんです。,7.35752410507091
,
朝起きたら顔ぐらい、洗いなさい。,209.038366403032
朝起きたら顔しか、洗いなさい。,295.360555266938
朝起きたら顔ばかり、洗いなさい。,251.524246465997
朝起きたら顔だらけ、洗いなさい。,470.83613612825
,
あの動物園には、パンダを始め、多くの珍しい動物がいる。,4.16314282854718
あの動物園には、パンダに比べ、多くの珍しい動物がいる。,6.92189487956495
あの動物園には、パンダに関して、多くの珍しい動物がいる。,6.80094008968533
あの動物園には、パンダについて、多くの珍しい動物がいる。,6.84622530144743
,
A大学は新入生１００人に対してアンケート調査を行った。,3.08082277045374
A大学は新入生１００人についてアンケート調査を行った。,3.83366913907197
A大学は新入生１００人によってアンケート調査を行った。,6.44732508397707
A大学は新入生１００人にとってアンケート調査を行った。,8.31310203847621
,
友人たちの活躍を聞くたびに、嬉しく思う。,12.9896053698897
友人たちの活躍を聞くせいか、嬉しく思う。,53.891777983794
友人たちの活躍を聞くせいで、嬉しく思う。,54.4041233163104
友人たちの活躍を聞くお陰で、嬉しく思う。,19.2200548850863
,
不注意によって大事故が起きることもある。,7.01142900907165
不注意について大事故が起きることもある。,15.2354069833339
不注意にとって大事故が起きることもある。,24.268288549212
不注意に対して大事故が起きることもある。,16.0036474075721
,
一人で歩き回っているうちに、道が分からなくなってしまった。,3.90662298400844
一人で歩き回っているついでに、道が分からなくなってしまった。,9.49043207073522
一人で歩き回っているように、道が分からなくなってしまった。,8.37342984621357
一人で歩き回っているたびに、道が分からなくなってしまった。,7.19963535813596
,
着替えている最中に玄関のチャイムが鳴った。,4.28054819252092
着替えているとたん玄関のチャイムが鳴った。,27.9670684512006
着替えているたびに玄関のチャイムが鳴った。,7.51024433406491
着替えているうちに玄関のチャイムが鳴った。,4.4863503856605
,
一般に、患者が若いほど病気の進行も早いと言われている。,6.15239311343608
一般に、患者が若いくらい病気の進行も早いと言われている。,10.3577944695378
一般に、患者が若いうちに病気の進行も早いと言われている。,6.34684534972972
一般に、患者が若い一方で病気の進行も早いと言われている。,7.14285855404791
,
時間がたつにつれて、その事件のことは忘れられてしまった。,5.65362768277705
時間がたつとたんに、その事件のことは忘れられてしまった。,16.4393288328771
時間がたつところ、その事件のことは忘れられてしまった。,15.91036146771
時間がたつによって、その事件のことは忘れられてしまった。,8.11834635281566
,
友達が車で送って手伝ってくれたお陰で間に合った。,10.2305094225691
友達が車で送って手伝ってくれたせいで間に合った。,31.4723257145623
友達が車で送って手伝ってくれたせいか間に合った。,26.5437619843804
友達が車で送って手伝ってくれた通り間に合った。,26.0268253268203
,
学生たちは先生が黒板に書いた通りノートに写した。,27.7998152834901
学生たちは先生が黒板に書いたたびにノートに写した。,25.0878678438734
学生たちは先生が黒板に書いたついでにノートに写した。,25.5772044398458
学生たちは先生が黒板に書いたままノートに写した。,28.6931161484955
,
やはりあの人が犯人。私が思った通りだった。,19.6454807653104
やはりあの人が犯人。私が思ったはずだった。,66.7289671427958
やはりあの人が犯人。私が思ったばかりだった。,97.1545220805107
やはりあの人が犯人。私が思ったところだった。,50.806565729856
,
会社の経営が悪化して、ボーナスはもとより給料も出なかった。,6.31926613544386
会社の経営が悪化して、ボーナスは始め給料も出なかった。,29.1525174914407
会社の経営が悪化して、ボーナスは中心に給料も出なかった。,19.7171645635169
会社の経営が悪化して、ボーナスはともに給料も出なかった。,20.4949117076427
,
鈴木さんは高校三年生を通して無遅刻無欠席だった。,5.74678740472957
鈴木さんは高校三年生をわたって無遅刻無欠席だった。,15.3303381826387
鈴木さんは高校三年生をうちに無遅刻無欠席だった。,21.9721823753329
鈴木さんは高校三年生をかけて無遅刻無欠席だった。,10.5630775212238
,
私は子供の頃から飽きっぽい性格だった。,5.09720254372698
私は子供の頃から飽き向きの性格だった。,8.64277386716154
私は子供の頃から飽き気味な性格だった。,4.96344909754421
私は子供の頃から飽きがちな性格だった。,4.32132034602859
,
信号が青に変わるとともに、待っていた人々は一斉に歩き始めた。,4.27009401679513
信号が青に変わるとたんに、待っていた人々は一斉に歩き始めた。,6.86159745361888
信号が青に変わるに連れて、待っていた人々は一斉に歩き始めた。,6.03510018050451
信号が青に変わるに従って、待っていた人々は一斉に歩き始めた。,4.73824604704629
,
皆さんのお陰で、この賞をいただきました。,5.65244537892074
皆さんのせいで、この賞をいただきました。,13.6567234760593
皆さんのためで、この賞をいただきました。,13.4765848552436
皆さんのお陰様で、この賞をいただきました。,6.02620784740246
,
みんなが聞こえるように、大声で話してもらえませんか。,6.73906622876661
みんなが聞こえるために、大声で話してもらえませんか。,9.59341844510099
みんなが聞こえるみたいに、大声で話してもらえませんか。,15.8645660479408
みんなが聞こえるまでに、大声で話してもらえませんか。,10.1316420465632
,
あれ？鍵がない。さっき、このテーブルの上にあったはずなのに。,13.6602476006753
あれ？鍵がない。さっき、このテーブルの上にあったわけなのに。,18.2249827840668
あれ？鍵がない。さっき、このテーブルの上にあったようなのに。,16.6232001629664
あれ？鍵がない。さっき、このテーブルの上にあったみたいなのに。,19.6044744476632
,
あの時ほど怖かったことはない。,35.6831951521247
あの時しか怖かったことはない。,66.2252126415048
あの時だけ怖かったことはない。,43.4935325351523
あの時ばかり怖かったことはない。,66.7589658992339
,
一人暮らしは栄養のバランスが偏りがちだ。,25.5792801185539
一人暮らしは栄養のバランスが偏りっぽいだ。,459.276285868236
一人暮らしは栄養のバランスが偏り向きだ。,163.608525978444
一人暮らしは栄養のバランスが偏りほどだ。,205.768731325321
,
市の窓口には数々国語で書かれた外国人向けのパンフレットがおいてある。,10.8423053313625
市の窓口には数々国語で書かれた外国人ためのパンフレットがおいてある。,18.3178647383055
市の窓口には数々国語で書かれた外国人ようなパンフレットがおいてある。,33.8866816565559
